,sentence.id,sentence.id,agent.id,agent.id,wpm,wpm,lev.distance,lev.distance,gaze.shift,gaze.shift,bs,bs,immediate.bs,immediate.bs,delayed.bs,delayed.bs,gaze.keyboard.ratio,gaze.keyboard.ratio,fix.count,fix.count,finger.travel,finger.travel,iki,iki,correct.error,correct.error,uncorrected.error,uncorrected.error,fix.duration,fix.duration,chunck.length,chunck.length,error.rate,error.rate,kspc,kspc,sentence.length,sentence.length
my husband jeff and i are planning on attending>,624.0,,0.0,,22.85771309126416,,0.0,,15.0,,0.0,,0.0,,0.0,,0.7821223875650566,,66.0,,158.2967070539548,,524.986902761773,,0.0,,0.0,,321.7742186174204,,1.9583333333333333,,0.0,,1.0,,47.0,
my only constraint is chads soccer game at noon>,1376.0,,0.0,,22.14947170911336,,0.0,,17.0,,1.0,,1.0,,0.0,,0.7873447778960605,,67.0,,168.95878264323412,,520.1026982174079,,1.0,,0.0,,317.49187503888754,,2.0,,0.0,,1.0425531914893618,,47.0,
my only opportunity is if he cracks or something else happens>,911.0,,0.0,,19.603525288568196,,9.0,,24.0,,2.0,,0.0,,1.0,,0.6805624652960418,,92.0,,186.16880116184237,,569.1779704209038,,0.0,,1.0,,369.24942665152406,,1.2,,14.754098360655735,,0.918032786885246,,61.0,
name just one person for each color>,1194.0,,0.0,,23.329434945589327,,0.0,,9.0,,0.0,,0.0,,0.0,,0.8011192103577709,,43.0,,134.31078563629407,,514.3716522919353,,0.0,,0.0,,303.71106970206154,,2.4615384615384617,,0.0,,1.0,,35.0,
nd since so many people are out of the office until then>,481.0,,0.0,,21.776888941736875,,0.0,,22.0,,1.0,,1.0,,0.0,,0.8076671887573887,,83.0,,216.202354301074,,532.3634780890976,,1.0,,0.0,,319.2906180009988,,2.111111111111111,,0.0,,1.0357142857142858,,56.0,
neal can you help with this>,831.0,,0.0,,22.9061246312916,,0.0,,7.0,,0.0,,0.0,,0.0,,0.8141800025860477,,36.0,,102.42317968791212,,523.8773556486739,,0.0,,0.0,,307.58569718436263,,2.25,,0.0,,1.0,,27.0,
need anything from target>,185.0,,0.0,,25.6156866913922,,0.0,,6.0,,0.0,,0.0,,0.0,,0.8063202775327853,,29.0,,71.49996065206173,,468.4629439987817,,0.0,,0.0,,261.8921955596243,,3.0,,0.0,,1.0,,25.0,
need before board meeting>,429.0,,0.0,,18.310068627470955,,0.0,,13.0,,3.0,,0.0,,1.0,,0.7062478919492825,,43.0,,97.25270013043452,,532.4939080442268,,1.0,,0.0,,360.23369458093566,,1.2727272727272727,,0.0,,1.24,,25.0,
need to watch closely>,119.0,,0.0,,26.818217189588108,,0.0,,3.0,,0.0,,0.0,,0.0,,0.9337163850097632,,17.0,,70.10758804032952,,447.4570369524368,,0.0,,0.0,,258.9321872319129,,5.666666666666667,,0.0,,1.0,,21.0,
need you or john to step out>,611.0,,0.0,,20.125215047200346,,0.0,,10.0,,3.0,,1.0,,1.0,,0.8177786847086559,,42.0,,114.44214376897548,,494.0497341040991,,1.0,,0.0,,291.2087540449582,,2.583333333333333,,0.0,,1.2142857142857142,,28.0,
neil has been asking around>,8.0,,0.0,,22.47408769587368,,0.0,,7.0,,1.0,,1.0,,0.0,,0.78853030254151,,37.0,,105.26538964496449,,498.3517084903232,,1.0,,0.0,,290.27887562519334,,2.25,,0.0,,1.0740740740740742,,27.0,
neither player is going to be a clearcut starter this week>,940.0,,0.0,,21.09701463887994,,0.0,,15.0,,8.0,,1.0,,1.0,,0.8307636703372124,,71.0,,203.15732765734165,,447.456673922144,,1.0,,0.0,,277.6524542771268,,3.142857142857143,,0.0,,1.2758620689655171,,58.0,
never mind i already deleted it>,121.0,,0.0,,20.298655837514843,,0.0,,11.0,,3.0,,0.0,,1.0,,0.7894549483521656,,45.0,,124.33631304983528,,497.82917838425305,,1.0,,0.0,,298.94171374527417,,2.4285714285714284,,0.0,,1.1935483870967742,,31.0,
new switches can also be added to the paging system>,1018.0,,0.0,,17.863893230345422,,0.0,,20.0,,12.0,,1.0,,2.0,,0.8131474936750961,,78.0,,214.8998911922905,,472.0377760715815,,1.0,,0.0,,310.1589944881108,,2.2142857142857144,,0.0,,1.431372549019608,,51.0,
new yorks supreme court upheld a lower court decision>,146.0,,0.0,,18.342094961215533,,0.0,,21.0,,8.0,,0.0,,3.0,,0.7768575382219703,,80.0,,223.5517924137949,,504.6938682150071,,1.0,,0.0,,328.1393386803695,,1.9666666666666663,,0.0,,1.30188679245283,,53.0,
newlysigned tony simmons might work as the third receiver>,63.0,,0.0,,20.517430027001595,,0.0,,25.0,,3.0,,0.0,,1.0,,0.7524364042349759,,89.0,,206.0250839789046,,530.0371433307266,,1.0,,0.0,,339.40157504562217,,1.5384615384615383,,0.0,,1.105263157894737,,57.0,
next time ask jim to call me>,1252.0,,0.0,,19.947961117803747,,0.0,,12.0,,3.0,,0.0,,1.0,,0.8191501163684293,,41.0,,113.21911188259874,,498.43976956537415,,1.0,,0.0,,302.8363189042417,,2.3846153846153846,,0.0,,1.2142857142857142,,28.0,
nice weather for it>,111.0,,0.0,,15.748204701801988,,13.0,,3.0,,4.0,,0.0,,1.0,,0.8776996012508049,,10.0,,28.89616354462235,,410.3031795617376,,0.0,,1.0,,269.41252894616616,,3.0,,68.42105263157895,,0.631578947368421,,19.0,
nick makes work fun>,844.0,,0.0,,23.811932376974344,,0.0,,4.0,,0.0,,0.0,,0.0,,0.9025563708782256,,24.0,,82.97577796526309,,503.9490206012746,,0.0,,0.0,,285.30761950347005,,3.4,,0.0,,1.0,,19.0,
no at least not to my knowledge>,374.0,,0.0,,18.44782027000959,,0.0,,11.0,,5.0,,0.0,,2.0,,0.7865199885353631,,48.0,,140.39677921088736,,495.6063648191858,,1.0,,0.0,,309.9038340501931,,2.117647058823529,,0.0,,1.3225806451612905,,31.0,
no employment claims for gas or power>,122.0,,0.0,,17.601619155447782,,0.0,,16.0,,7.0,,0.0,,2.0,,0.8093274092751693,,59.0,,164.25905541826629,,498.2059145687545,,1.0,,0.0,,325.5824817973668,,1.8695652173913044,,0.0,,1.3783783783783785,,37.0,
no just thursday and friday of this week>,681.0,,0.0,,21.22235284801346,,0.0,,14.0,,4.0,,0.0,,1.0,,0.8348250130100092,,54.0,,128.67601850407812,,473.1245587348008,,1.0,,0.0,,295.36214628145143,,2.0,,0.0,,1.2,,40.0,
no need to send to fl>,750.0,,0.0,,25.634996335004324,,0.0,,5.0,,0.0,,0.0,,0.0,,0.870910256982643,,25.0,,69.5668036189099,,468.1100727763368,,0.0,,0.0,,257.64319614573026,,4.2,,0.0,,1.0,,21.0,
no obligation to pay>,1290.0,,0.0,,23.462300008560387,,0.0,,5.0,,0.0,,0.0,,0.0,,0.8160907210872714,,29.0,,74.01443670348831,,511.4588081996102,,0.0,,0.0,,286.1688969377527,,2.0,,0.0,,1.0,,20.0,
no problem maria please contact rick>,508.0,,0.0,,17.910597547085157,,0.0,,14.0,,8.0,,0.0,,1.0,,0.8174439921762178,,54.0,,153.28712358171,,467.7319373930884,,1.0,,0.0,,309.12070350890053,,1.736842105263158,,0.0,,1.4444444444444444,,36.0,
no sign of chuck and not responding to messages>,513.0,,0.0,,23.66060878089695,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7740362503371125,,63.0,,150.95577807088284,,507.172072837303,,0.0,,0.0,,297.7817577810918,,2.136363636363636,,0.0,,1.0,,47.0,
no there will be plenty of others>,343.0,,0.0,,22.15624023756631,,0.0,,12.0,,0.0,,0.0,,0.0,,0.7685018971316745,,46.0,,114.00819254241524,,541.6081370905963,,0.0,,0.0,,343.72083802712814,,1.55,,0.0,,1.0,,33.0,
normally we just eat and run>,639.0,,0.0,,19.056950978157865,,0.0,,13.0,,1.0,,1.0,,0.0,,0.7260002140165263,,52.0,,111.87185121632348,,589.0662396350481,,1.0,,0.0,,382.0163929396268,,1.16,,0.0,,1.0714285714285714,,28.0,
northern forces had captured a southern mechanised brigade>,32.0,,0.0,,22.464616732403,,0.0,,18.0,,2.0,,2.0,,0.0,,0.8238231396008052,,75.0,,214.7254179336936,,500.2575994045512,,1.0,,0.0,,295.0120674237468,,2.608695652173913,,0.0,,1.0689655172413792,,58.0,
not at this time>,1280.0,,0.0,,22.652952978756293,,0.0,,4.0,,0.0,,0.0,,0.0,,0.8021138401552452,,23.0,,64.37539628630813,,529.7322610104509,,0.0,,0.0,,296.8277494026001,,2.0,,0.0,,1.0,,16.0,
not even in yet>,497.0,,0.0,,24.194629974187105,,0.0,,3.0,,0.0,,0.0,,0.0,,0.8159258019167615,,20.0,,54.26899843377646,,495.9778270137887,,0.0,,0.0,,265.5024008143598,,3.0,,0.0,,1.0,,15.0,
not just to >,923.0,,0.0,,14.095817805092242,,0.0,,7.0,,6.0,,0.0,,1.0,,0.781475095490861,,24.0,,52.76539496254652,,442.6844959464319,,1.0,,0.0,,299.3888370640909,,1.3,,0.0,,2.0,,12.0,
not like youll get paid for it>,850.0,,0.0,,23.891536373779992,,0.0,,8.0,,0.0,,0.0,,0.0,,0.8349076657358507,,40.0,,111.77505231831375,,502.2699173574087,,0.0,,0.0,,284.80782237441736,,2.636363636363636,,0.0,,1.0,,30.0,
nothing but good news everyday>,65.0,,0.0,,24.78050235639038,,0.0,,10.0,,0.0,,0.0,,0.0,,0.7750207625239818,,37.0,,86.31361529142286,,484.2516841433381,,0.0,,0.0,,283.59158023668294,,2.3076923076923075,,0.0,,1.0,,30.0,
nothing new from mom>,221.0,,0.0,,14.454158456647356,,0.0,,10.0,,11.0,,2.0,,3.0,,0.8479018975546712,,36.0,,88.06798832914806,,425.22997667761,,1.0,,0.0,,268.69412637640687,,2.5454545454545454,,0.0,,2.0,,20.0,
november works for me>,774.0,,0.0,,19.24538915769319,,0.0,,10.0,,0.0,,0.0,,0.0,,0.7123747165632741,,41.0,,91.62131483323536,,623.525972983669,,0.0,,0.0,,394.8497695990096,,1.05,,0.0,,1.0,,21.0,
now go get washed up for dinner>,1175.0,,0.0,,21.738428731401843,,0.0,,13.0,,1.0,,1.0,,0.0,,0.7572178567689883,,47.0,,112.76448916036983,,519.5461818610705,,1.0,,0.0,,307.46139116144064,,1.8235294117647056,,0.0,,1.064516129032258,,31.0,
now i know about them>,600.0,,0.0,,23.180994104408192,,0.0,,6.0,,0.0,,0.0,,0.0,,0.8565490778326365,,28.0,,81.64818936888491,,517.6654610217097,,0.0,,0.0,,303.2985530976776,,2.25,,0.0,,1.0,,21.0,
now i really feel im alive not like before>,1119.0,,0.0,,17.392201339202252,,0.0,,19.0,,8.0,,1.0,,2.0,,0.8127327990678826,,74.0,,184.8856082796931,,502.8554201561215,,1.0,,0.0,,327.55209791737343,,1.6129032258064515,,0.0,,1.380952380952381,,42.0,
officials said thursday that visit would take place on may to >,182.0,,0.0,,19.654906971313647,,0.0,,23.0,,5.0,,1.0,,2.0,,0.8323106442575062,,93.0,,285.4683759798197,,526.8996896640862,,1.0,,0.0,,326.02884101465844,,2.0,,0.0,,1.1612903225806452,,62.0,
ok i thought it was in washington state>,160.0,,0.0,,23.063817096095036,,0.0,,14.0,,1.0,,1.0,,0.0,,0.763093449872954,,53.0,,112.67693494084592,,495.5195135720364,,1.0,,0.0,,288.3867411899271,,2.0526315789473686,,0.0,,1.051282051282051,,39.0,
ok to make changes change out original>,288.0,,0.0,,24.253784279065272,,0.0,,9.0,,0.0,,0.0,,0.0,,0.8509472204837467,,45.0,,140.8826472101696,,494.7681508966762,,0.0,,0.0,,286.0879674846467,,3.0,,0.0,,1.0,,38.0,
okay ill go for a ticket>,763.0,,0.0,,19.713565517600237,,0.0,,9.0,,1.0,,1.0,,0.0,,0.7670322205091983,,42.0,,102.8859747038256,,563.6276756323524,,1.0,,0.0,,346.66702716406405,,1.1764705882352942,,0.0,,1.0833333333333333,,24.0,
on a comparative basis i cant justify more>,54.0,,0.0,,19.519703901355623,,0.0,,15.0,,4.0,,0.0,,2.0,,0.7612212925335746,,63.0,,176.30531077726312,,518.3299454722194,,1.0,,0.0,,324.9786125959811,,1.75,,0.0,,1.1904761904761905,,42.0,
on appeal they were finally placed in division two>,424.0,,0.0,,20.23505893440749,,0.0,,15.0,,5.0,,0.0,,2.0,,0.8116962752320538,,71.0,,196.39658074919865,,495.8120911714397,,1.0,,0.0,,313.14454659394056,,2.16,,0.0,,1.2,,50.0,
on friday october th>,250.0,,0.0,,23.774499321633904,,0.0,,7.0,,0.0,,0.0,,0.0,,0.7822816599915301,,29.0,,60.99341665656856,,504.7424905844578,,0.0,,0.0,,286.0914328713857,,2.0,,0.0,,1.0,,20.0,
on friday the competition proper gets under way>,457.0,,0.0,,23.30158413421084,,0.0,,16.0,,0.0,,0.0,,0.0,,0.7704323241779573,,66.0,,147.23711203922147,,514.9864460237226,,0.0,,0.0,,308.2865889122592,,1.807692307692308,,0.0,,1.0,,47.0,
on my way back>,1122.0,,0.0,,23.70135940516985,,0.0,,3.0,,0.0,,0.0,,0.0,,0.8538600230417176,,19.0,,51.39775485550132,,506.3000731250253,,0.0,,0.0,,290.6290503354195,,1.5,,0.0,,1.0,,14.0,
on the plane doors closing>,1206.0,,0.0,,23.569483038959905,,0.0,,7.0,,0.0,,0.0,,0.0,,0.7670947641692576,,32.0,,95.1256535832352,,509.1329317730147,,0.0,,0.0,,303.67505495349684,,2.5,,0.0,,1.0,,26.0,
once state owned telecom is now half owned by two american companies>,1244.0,,0.0,,21.12364795159344,,4.0,,23.0,,1.0,,1.0,,0.0,,0.8002982835474962,,96.0,,269.7199296457355,,551.1259736696157,,0.0,,1.0,,336.1559768480174,,1.911764705882353,,5.88235294117647,,0.9705882352941176,,68.0,
once you do you can never go back>,153.0,,0.0,,15.599830071534427,,0.0,,13.0,,14.0,,0.0,,3.0,,0.837777202079966,,59.0,,137.3765736173669,,435.9021841146978,,1.0,,0.0,,288.4091322310493,,1.9545454545454544,,0.0,,1.7878787878787878,,33.0,
one assistant and one hr associate>,1111.0,,0.0,,22.87462008622804,,0.0,,10.0,,0.0,,0.0,,0.0,,0.8316331755337744,,45.0,,132.97598940759426,,524.5988766049388,,0.0,,0.0,,309.2027478644358,,2.357142857142857,,0.0,,1.0,,34.0,
one of his accomplices secured a safe landing>,1004.0,,0.0,,23.57531648727937,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7906253377550533,,57.0,,148.8062023432884,,509.00695252489567,,0.0,,0.0,,306.31108557004524,,2.210526315789474,,0.0,,1.0,,45.0,
one of the hottest gifts for holiday >,295.0,,0.0,,26.045744992373205,,0.0,,8.0,,0.0,,0.0,,0.0,,0.87470337371348,,42.0,,109.51130216021596,,460.7278464683532,,0.0,,0.0,,256.06030695695426,,3.4,,0.0,,1.0,,37.0,
one would have thought id have this down pat by now>,426.0,,0.0,,17.62229990249286,,0.0,,14.0,,14.0,,0.0,,2.0,,0.8686071596041242,,76.0,,216.12610684845365,,442.62099970825074,,1.0,,0.0,,273.5587380364809,,2.739130434782609,,0.0,,1.5490196078431373,,51.0,
opening on the back nine she birdied the th and bogeyed the next>,1382.0,,0.0,,19.850955346389824,,8.0,,26.0,,5.0,,0.0,,1.0,,0.7778018114354285,,90.0,,191.23251908291687,,514.2802976350073,,0.0,,1.0,,319.71514866174545,,1.631578947368421,,12.5,,1.03125,,64.0,
opposition leaders have urged him to call off the visit>,1350.0,,0.0,,24.472403387098627,,0.0,,15.0,,0.0,,0.0,,0.0,,0.8116004881263703,,63.0,,173.85250808064967,,490.3482428834989,,0.0,,0.0,,299.30537133047994,,2.619047619047619,,0.0,,1.0,,55.0,
or are you going to be tied up with dinner>,292.0,,0.0,,23.36958883979997,,0.0,,16.0,,0.0,,0.0,,0.0,,0.8267423087491516,,55.0,,139.4433651296515,,513.4878530495666,,0.0,,0.0,,304.8915328448755,,2.111111111111111,,0.0,,1.0,,42.0,
or lets get creative>,915.0,,0.0,,23.207213441359844,,0.0,,7.0,,0.0,,0.0,,0.0,,0.8166423350678691,,31.0,,66.59145388411801,,517.080606438239,,0.0,,0.0,,292.2328379496193,,1.4166666666666667,,0.0,,1.0,,20.0,
others voting against represented the defense ministry>,666.0,,0.0,,18.059236178216786,,0.0,,23.0,,12.0,,0.0,,2.0,,0.80125047642719,,78.0,,203.7363929932519,,462.6126098192361,,1.0,,0.0,,307.32917064511975,,2.096774193548387,,0.0,,1.4444444444444444,,54.0,
our advantages have been brought into fuller play>,1267.0,,0.0,,19.404124038386808,,0.0,,16.0,,7.0,,0.0,,3.0,,0.8459820608894006,,70.0,,202.59465823077096,,483.1447161156884,,1.0,,0.0,,302.37472571707474,,2.217391304347826,,0.0,,1.2857142857142858,,49.0,
our forces are ready to come immediately>,1129.0,,0.0,,22.544612498791185,,0.0,,12.0,,1.0,,1.0,,0.0,,0.819750253472434,,54.0,,141.27659835281452,,507.5208307851721,,1.0,,0.0,,300.15454230299827,,2.411764705882353,,0.0,,1.05,,40.0,
our numbers are correct in the system now>,1412.0,,0.0,,20.4465953767712,,0.0,,13.0,,6.0,,1.0,,1.0,,0.8376193990070185,,57.0,,147.44130723033297,,456.4737141488441,,1.0,,0.0,,275.6084926000073,,2.764705882352941,,0.0,,1.2926829268292683,,41.0,
our politicians are rising to the occasion>,1227.0,,0.0,,15.768054576802092,,0.0,,14.0,,20.0,,0.0,,5.0,,0.8870671820542696,,63.0,,175.3136625704038,,414.23281089029126,,1.0,,0.0,,269.7002808007276,,3.5294117647058822,,0.0,,1.8571428571428568,,42.0,
our reform and opening programme has forged ahead>,537.0,,0.0,,21.71860643795308,,0.0,,17.0,,2.0,,0.0,,1.0,,0.8391244185738361,,66.0,,194.49671018600984,,511.5941090812594,,1.0,,0.0,,312.2213231083176,,2.136363636363636,,0.0,,1.0816326530612246,,49.0,
our schedule now calls for critical communication in the afternoons>,1074.0,,0.0,,24.030755869802444,,0.0,,18.0,,0.0,,0.0,,0.0,,0.8387378422235795,,84.0,,223.10640358099155,,499.3600727757154,,0.0,,0.0,,295.9736720073905,,2.3846153846153846,,0.0,,1.0,,67.0,
out of office but have people working on info>,1117.0,,0.0,,24.18959050611862,,0.0,,14.0,,0.0,,0.0,,0.0,,0.8521809756614093,,55.0,,157.8262309019891,,496.08115511358767,,0.0,,0.0,,286.87391165588235,,3.142857142857143,,0.0,,1.0,,45.0,
paris had ruled out participation in such an invasion force>,484.0,,0.0,,22.646934755989832,,0.0,,18.0,,2.0,,0.0,,1.0,,0.8322461507630392,,79.0,,208.38632302999,,496.7559681349156,,1.0,,0.0,,288.38431552548855,,2.772727272727273,,0.0,,1.0677966101694916,,59.0,
parking at the walk site will be free>,1433.0,,0.0,,24.39694718097589,,0.0,,7.0,,0.0,,0.0,,0.0,,0.8386483703136971,,43.0,,130.26442153937364,,491.8648186178511,,0.0,,0.0,,290.88574064920107,,2.8461538461538463,,0.0,,1.0,,37.0,
parts of the city will be closed to private cars>,773.0,,0.0,,24.270845329336908,,0.0,,12.0,,0.0,,0.0,,0.0,,0.8305592559002107,,56.0,,162.87714170163662,,494.42035648817046,,0.0,,0.0,,293.4140783626883,,2.1666666666666665,,0.0,,1.0,,48.0,
peace talks last week in kirghizstan>,1087.0,,0.0,,18.11996246886208,,0.0,,16.0,,6.0,,1.0,,2.0,,0.8027069445574768,,56.0,,161.0298826553582,,500.0686124690941,,1.0,,0.0,,320.73147258244404,,2.0,,0.0,,1.3333333333333333,,36.0,
penske doesnt let things sit back and relax>,1465.0,,0.0,,21.155617878881817,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7604169836507504,,68.0,,174.7364394229776,,567.2252197360195,,0.0,,0.0,,356.13156971829915,,1.3333333333333333,,0.0,,1.0,,43.0,
penske wouldnt come here without a good idea it would hold up>,450.0,,0.0,,18.696645954171736,,1.0,,20.0,,12.0,,2.0,,1.0,,0.8471068353126668,,88.0,,246.59804286700412,,460.6047912011101,,0.0,,1.0,,290.71076916025544,,2.703703703703704,,1.639344262295082,,1.3770491803278688,,61.0,
people stuck in traffic on either side of us joined in>,489.0,,0.0,,24.155366605060276,,0.0,,14.0,,0.0,,0.0,,0.0,,0.7975193048459304,,65.0,,176.232739304729,,496.7840147574551,,0.0,,0.0,,296.2032337510931,,2.5,,0.0,,1.0,,54.0,
perhaps there was a glitch>,593.0,,0.0,,17.388665825736574,,0.0,,10.0,,5.0,,1.0,,1.0,,0.7800274256170644,,45.0,,114.87325295072004,,503.5899156677149,,1.0,,0.0,,329.654259669818,,1.5789473684210529,,0.0,,1.3846153846153846,,26.0,
pilot nick young said communications at sanaa airport were excellent>,1200.0,,0.0,,22.023836959851614,,1.0,,20.0,,4.0,,0.0,,2.0,,0.8170942402631667,,87.0,,246.7669064635622,,487.5100612502671,,0.0,,1.0,,299.48003163565164,,2.25,,1.4705882352941175,,1.1029411764705883,,68.0,
please accept my apology>,569.0,,0.0,,23.086340154487303,,0.0,,8.0,,0.0,,0.0,,0.0,,0.7515782162669451,,31.0,,79.64596788528544,,519.7878884093092,,0.0,,0.0,,331.6635306217114,,1.7142857142857142,,0.0,,1.0,,24.0,
please call me if you have any questions>,500.0,,0.0,,21.242654796061373,,0.0,,17.0,,0.0,,0.0,,0.0,,0.7478063198170112,,65.0,,142.77353303303295,,564.9011441933771,,0.0,,0.0,,363.73056596497446,,1.21875,,0.0,,1.0,,40.0,
please call me if you see any problems>,644.0,,0.0,,19.062897523008186,,0.0,,16.0,,3.0,,0.0,,1.0,,0.7660042719621631,,57.0,,168.59463756026685,,522.3469725151899,,1.0,,0.0,,338.61143501137707,,1.7391304347826086,,0.0,,1.2105263157894737,,38.0,
please call tomorrow if possible>,1060.0,,0.0,,18.52243073512891,,0.0,,12.0,,8.0,,0.0,,2.0,,0.7985681066140069,,45.0,,138.39505578540422,,475.0996305960138,,1.0,,0.0,,310.6070130525104,,2.1875,,0.0,,1.375,,32.0,
please coordinate with him>,228.0,,0.0,,24.61456906579893,,0.0,,8.0,,0.0,,0.0,,0.0,,0.7362572778259053,,32.0,,78.16003477684778,,487.5161522398364,,0.0,,0.0,,294.4935748442074,,1.8333333333333333,,0.0,,1.0,,26.0,
please feel free to add to it if i missed something>,985.0,,0.0,,21.927226080714387,,0.0,,19.0,,3.0,,0.0,,1.0,,0.7900515961479297,,69.0,,166.35229045426004,,490.6512410668161,,1.0,,0.0,,310.63572990732314,,2.076923076923077,,0.0,,1.1176470588235294,,51.0,
please forward the backup today if possible so we can review>,573.0,,0.0,,21.49786015469242,,4.0,,21.0,,0.0,,0.0,,0.0,,0.7069796701433367,,89.0,,186.5125224107013,,558.1950907509608,,0.0,,1.0,,354.3439596407688,,1.3255813953488371,,6.666666666666667,,0.9333333333333332,,60.0,
please give me a call>,101.0,,0.0,,17.905118452297227,,0.0,,8.0,,5.0,,0.0,,1.0,,0.7725429976973972,,30.0,,96.05700134076444,,460.762101182387,,1.0,,0.0,,304.2062207474568,,2.272727272727273,,0.0,,1.4761904761904765,,21.0,
please leave it to brian>,289.0,,0.0,,23.046662768597816,,0.0,,6.0,,0.0,,0.0,,0.0,,0.7535309126552726,,31.0,,87.25074213765029,,520.6827609050008,,0.0,,0.0,,315.5874274491838,,1.7272727272727273,,0.0,,1.0,,24.0,
please let me know if there is any way that i can help you>,1178.0,,0.0,,21.47318030603928,,0.0,,21.0,,3.0,,0.0,,1.0,,0.788725429031331,,79.0,,211.5054594764469,,507.25172224462057,,1.0,,0.0,,314.04101573415824,,2.259259259259259,,0.0,,1.103448275862069,,58.0,
please let me know if you have any questions>,1017.0,,0.0,,23.970379321882263,,0.0,,11.0,,0.0,,0.0,,0.0,,0.8599878449859188,,50.0,,163.32992892811563,,500.6178600204856,,0.0,,0.0,,295.8548940728082,,2.769230769230769,,0.0,,1.0,,44.0,
please let me know if you learn anything at the floor meeting>,16.0,,0.0,,21.723047664756905,,4.0,,19.0,,9.0,,0.0,,1.0,,0.77878070868152,,78.0,,201.3842532532273,,466.3190122399195,,0.0,,1.0,,304.7603118611597,,2.2666666666666666,,6.25,,1.2459016393442623,,61.0,
please let me know if you need any additional information>,135.0,,0.0,,17.712274466878643,,20.0,,15.0,,10.0,,0.0,,2.0,,0.8410948316687457,,53.0,,152.91480088393212,,447.836521767064,,0.0,,1.0,,300.7354423550682,,2.526315789473684,,35.08771929824561,,1.0175438596491229,,57.0,
please let me know what days you plan on taking off>,442.0,,0.0,,22.2584183285514,,0.0,,17.0,,1.0,,1.0,,0.0,,0.7857059091889724,,67.0,,199.39729955644265,,519.154388464924,,1.0,,0.0,,318.5137769784033,,2.217391304347826,,0.0,,1.03921568627451,,51.0,
please let me know>,1163.0,,0.0,,22.37493772008433,,0.0,,5.0,,0.0,,0.0,,0.0,,0.7502710810789767,,24.0,,72.12499137683848,,536.3143419714856,,0.0,,0.0,,319.2585029979285,,1.7777777777777777,,0.0,,1.0,,18.0,
please let us know asap>,630.0,,0.0,,19.73274649264072,,0.0,,5.0,,4.0,,0.0,,1.0,,0.8378648202709297,,27.0,,98.65329362724653,,456.0946446738435,,1.0,,0.0,,295.6428025001308,,2.875,,0.0,,1.3478260869565215,,23.0,
please look over and let me know>,226.0,,0.0,,24.37386982218821,,0.0,,7.0,,0.0,,0.0,,0.0,,0.8227481878828556,,34.0,,121.56434400399722,,492.3305198371111,,0.0,,0.0,,286.9424906481104,,3.2222222222222223,,0.0,,1.0,,32.0,
